City,Airport,IATA Siglum,URL,Latitude,Longitude
Bahamas,Andros Town International Airport,ASD/MYAF,https://www.flightradar24.com/data/airports/asd,24.69828,-77.795601
Bahamas,Arthur's Town Airport,ATC/MYCA,https://www.flightradar24.com/data/airports/atc,24.628611,-75.671387
Bahamas,Cat Cays Airport,CXY/MYCC,https://www.flightradar24.com/data/airports/cxy,25.6,-79.266998
Bahamas,Chub Cay International Airport,CCZ/MYBC,https://www.flightradar24.com/data/airports/ccz,25.417101,-77.880798
Bahamas,Crooked Island Colonel Hill Airport,CRI/MYCI,https://www.flightradar24.com/data/airports/cri,22.75,-74.150002
Bahamas,Deadman's Cay Airport,LGI/MYLD,https://www.flightradar24.com/data/airports/lgi,23.17901,-75.093498
Bahamas,Freeport Grand Bahama International Airport,FPO/MYGF,https://www.flightradar24.com/data/airports/fpo,26.55868,-78.695503
Bahamas,George Town Exuma International Airport,GGT/MYEF,https://www.flightradar24.com/data/airports/ggt,23.56263,-75.877899
Bahamas,Governor's Harbour Airport,GHB/MYEM,https://www.flightradar24.com/data/airports/ghb,25.2847,-76.331001
Bahamas,Great Harbour Cay Airport,GHC/MYBG,https://www.flightradar24.com/data/airports/ghc,25.7383,-77.840103
Bahamas,Inagua Matthew Town Airport,IGA/MYIG,https://www.flightradar24.com/data/airports/iga,20.975,-73.666801
Bahamas,Marsh Harbour Airport,MHH/MYAM,https://www.flightradar24.com/data/airports/mhh,26.5114,-77.083397
Bahamas,Mayaguana Airport,MYG/MYMM,https://www.flightradar24.com/data/airports/myg,22.37952,-73.013496
Bahamas,Nassau Lynden Pindling International Airport,NAS/MYNN,https://www.flightradar24.com/data/airports/nas,25.03895,-77.466202
Bahamas,New Bight Airport,TBI/MYCB,https://www.flightradar24.com/data/airports/tbi,24.315001,-75.453613
Bahamas,Norman's Cay Airport,NMC/MYEN,https://www.flightradar24.com/data/airports/nmc,24.594299,-76.820198
Bahamas,North Eleuthera Airport,ELH/MYEH,https://www.flightradar24.com/data/airports/elh,25.474859,-76.683403
Bahamas,Rock Sound International Airport,RSD/MYER,https://www.flightradar24.com/data/airports/rsd,24.891701,-76.177696
Bahamas,San Andros Airport,SAQ/MYAN,https://www.flightradar24.com/data/airports/saq,25.05381,-78.048897
Bahamas,San Salvador Airport,ZSA/MYSM,https://www.flightradar24.com/data/airports/zsa,24.063271,-74.523903
Bahamas,South Bimini Airport,BIM/MYBS,https://www.flightradar24.com/data/airports/bim,25.699881,-79.264603
Bahamas,Spring Point Airport,AXP/MYAP,https://www.flightradar24.com/data/airports/axp,22.44182,-73.970802
Bahamas,Staniel Cay Airport,TYM/MYES,https://www.flightradar24.com/data/airports/tym,24.1691,-76.439102
Bahamas,Stella Maris Airport,SML/MYLS,https://www.flightradar24.com/data/airports/sml,23.58144,-75.270401
Bahamas,Treasure Cay Airport,TCB/MYAT,https://www.flightradar24.com/data/airports/tcb,26.745331,-77.391197
Bahamas,West End Airport,WTD/MYGW,https://www.flightradar24.com/data/airports/wtd,26.68527,-78.974998
Benin,Cotonou Cadjehoun Airport,COO/DBBB,https://www.flightradar24.com/data/airports/coo,6.357228,2.384353
Cayman Islands,Cayman Brac Charles Kirkconnell International Airport,CYB/MWCB,https://www.flightradar24.com/data/airports/cyb,19.686979,-79.882698
Cayman Islands,George Town Owen Roberts International Airport,GCM/MWCR,https://www.flightradar24.com/data/airports/gcm,19.29277,-81.357697
Cayman Islands,Little Cayman Airport,LYB/MWCL,https://www.flightradar24.com/data/airports/lyb,19.660271,-80.090202
Ethiopia,Addis Ababa Bole Airport,ADD/HAAB,https://www.flightradar24.com/data/airports/add,8.977889,38.799309
Ethiopia,Arba Minch Airport,AMH/HAAM,https://www.flightradar24.com/data/airports/amh,6.039389,37.59045
Ethiopia,Asosa Airport,ASO/HASO,https://www.flightradar24.com/data/airports/aso,10.01855,34.58625
Ethiopia,Awasa Airport,AWA/HALA,https://www.flightradar24.com/data/airports/awa,7.095,38.398335
Ethiopia,Axum Airport,AXU/HAAX,https://www.flightradar24.com/data/airports/axu,14.14675,38.772831
Ethiopia,Bahir Dar Airport,BJR/HABD,https://www.flightradar24.com/data/airports/bjr,11.60807,37.32164
Ethiopia,Dire Dawa International Airport,DIR/HADR,https://www.flightradar24.com/data/airports/dir,9.6247,41.854198
Ethiopia,Gambela Airport,GMB/HAGM,https://www.flightradar24.com/data/airports/gmb,8.128764,34.563129
Ethiopia,Gondar Airport,GDQ/HAGN,https://www.flightradar24.com/data/airports/gdq,12.5199,37.43404
Ethiopia,Jijiga Airport,JIJ/HAJJ,https://www.flightradar24.com/data/airports/jij,9.359722,42.787498
Ethiopia,Jimma Aba Segud Airport,JIM/HAJM,https://www.flightradar24.com/data/airports/jim,7.666094,36.816631
Ethiopia,Lalibela Airport,LLI/HALL,https://www.flightradar24.com/data/airports/lli,11.97501,38.979961
Ethiopia,Mekele Alula Aba Nega Airport,MQX/HAMK,https://www.flightradar24.com/data/airports/mqx,13.46736,39.533459
Afghanistan,Bost Airport,BST/OABT,https://www.flightradar24.com/data/airports/bst,31.55901,64.36409
Afghanistan,Chaghcharan Airport,CCN/OACC,https://www.flightradar24.com/data/airports/ccn,34.526661,65.27166
Afghanistan,Farah Airport,FAH/OAFR,https://www.flightradar24.com/data/airports/fah,32.365601,62.165138
Afghanistan,Herat International Airport,HEA/OAHR,https://www.flightradar24.com/data/airports/hea,34.209999,62.228329
Afghanistan,Kabul International Airport,KBL/OAKB,https://www.flightradar24.com/data/airports/kbl,34.565842,69.21241
Afghanistan,Kandahar Airport,KDH/OAKN,https://www.flightradar24.com/data/airports/kdh,31.51363,65.861053
Afghanistan,Mazar-I-Sharif International Airport,MZR/OAMS,https://www.flightradar24.com/data/airports/mzr,36.706909,67.209671
Afghanistan,Tarinkot Airport,TII/OATN,https://www.flightradar24.com/data/airports/tii,32.866669,65.633331
Afghanistan,Zaranj Airport,ZAJ/OAZJ,https://www.flightradar24.com/data/airports/zaj,30.96916,61.86702
Vietnam,Buon Ma Thuot Airport,BMV/VVBM,https://www.flightradar24.com/data/airports/bmv,12.66831,108.120201
Vietnam,Ca Mau Airport,CAH/VVCM,https://www.flightradar24.com/data/airports/cah,9.177667,105.17778
Vietnam,Can Tho International Airport,VCA/VVCT,https://www.flightradar24.com/data/airports/vca,10.08,105.709999
Vietnam,Chu Lai International Airport,VCL/VVCA,https://www.flightradar24.com/data/airports/vcl,15.4033,108.706001
Vietnam,Con Dao Airport,VCS/VVCS,https://www.flightradar24.com/data/airports/vcs,8.7325,106.628891
Vietnam,Da Lat Lien Khuong Airport,DLI/VVDL,https://www.flightradar24.com/data/airports/dli,11.75056,108.373611
Vietnam,Da Nang International Airport,DAD/VVDN,https://www.flightradar24.com/data/airports/dad,16.043909,108.199303
Mauritania,Nouadhibou International Airport,NDB/GQPP,https://www.flightradar24.com/data/airports/ndb,20.93306,-17.0299
Mauritania,Nouakchott Oumtounsy International Airport,NKC/GQNO,https://www.flightradar24.com/data/airports/nkc,18.306103,-15.964665
Mauritania,Zouerate Tazadit Airport,OUZ/GQPZ,https://www.flightradar24.com/data/airports/ouz,22.75638,-12.4836
Vietnam,Dien Bien Phu Airport,DIN/VVDB,https://www.flightradar24.com/data/airports/din,21.397499,103.008003
Vietnam,Dong Hoi Airport,VDH/VVDH,https://www.flightradar24.com/data/airports/vdh,17.514999,106.590553
Vietnam,Haiphong Cat Bi International Airport,HPH/VVCI,https://www.flightradar24.com/data/airports/hph,20.823315,106.727325
Vietnam,Hanoi Noi Bai International Airport,HAN/VVNB,https://www.flightradar24.com/data/airports/han,21.221189,105.807098
Vietnam,Ho Chi Minh City International Airport,SGN/VVTS,https://www.flightradar24.com/data/airports/sgn,10.81879,106.651802
Vietnam,Hue Phu Bai International Airport,HUI/VVPB,https://www.flightradar24.com/data/airports/hui,16.401489,107.702599
Vietnam,Nha Trang Cam Ranh International Airport,CXR/VVCR,https://www.flightradar24.com/data/airports/cxr,11.993611,109.224998
Vietnam,Phu Quoc International Airport,PQC/VVPQ,https://www.flightradar24.com/data/airports/pqc,10.171667,103.991112
Nigeria,Abuja Nnamdi Azikiwe International Airport,ABV/DNAA,https://www.flightradar24.com/data/airports/abv,9.006792,7.263172
Nigeria,Asaba International Airport,ABB/DNAS,https://www.flightradar24.com/data/airports/abb,6.203055,6.667222
Nigeria,Benin Airport,BNI/DNBE,https://www.flightradar24.com/data/airports/bni,6.316981,5.599503
Gibraltar,Gibraltar Airport,GIB/LXGB,https://www.flightradar24.com/data/airports/gib,36.151211,-5.34966
Nigeria,Calabar Margaret Ekpo International Airport,CBQ/DNCA,https://www.flightradar24.com/data/airports/cbq,4.976019,8.347196
Nigeria,Enugu Akanu Ibiam International Airport,ENU/DNEN,https://www.flightradar24.com/data/airports/enu,6.474272,7.561961
Nigeria,Ibadan Airport,IBA/DNIB,https://www.flightradar24.com/data/airports/iba,7.362458,3.978333
Nigeria,Jos Yakubu Gowon Airport,JOS/DNJO,https://www.flightradar24.com/data/airports/jos,9.639828,8.86905
Nigeria,Kaduna Airport,KAD/DNKA,https://www.flightradar24.com/data/airports/kad,10.69602,7.320114
Nigeria,Kano Mallam Aminu International Airport,KAN/DNKN,https://www.flightradar24.com/data/airports/kan,12.04758,8.524622
Nigeria,Lagos Murtala Mohammed Airport,LOS/DNMM,https://www.flightradar24.com/data/airports/los,6.577369,3.321156
Nigeria,Owerri Sam Mbakwe Airport,QOW/DNIM,https://www.flightradar24.com/data/airports/qow,5.427056,7.206031
Nigeria,Port Harcourt International Airport,PHC/DNPO,https://www.flightradar24.com/data/airports/phc,5.015494,6.949594
Nigeria,Uyo Akwa Ibom Airport,QUO/DNAI,https://www.flightradar24.com/data/airports/quo,4.876463,8.085693
Nigeria,Yola Airport,YOL/DNYO,https://www.flightradar24.com/data/airports/yol,9.257553,12.43042
Saudi Arabia,Abha Regional Airport,AHB/OEAB,https://www.flightradar24.com/data/airports/ahb,18.24036,42.65662
Saudi Arabia,Al Ula Domestic Airport,ULH/OEAO,https://www.flightradar24.com/data/airports/ulh,26.480862,38.116653
Saudi Arabia,Al-Baha Domestic Airport,ABT/OEBA,https://www.flightradar24.com/data/airports/abt,20.296129,41.63427
Saudi Arabia,Al-Qassim Regional Airport,ELQ/OEGS,https://www.flightradar24.com/data/airports/elq,26.30282,43.773911
Saudi Arabia,Arar Domestic Airport,RAE/OERR,https://www.flightradar24.com/data/airports/rae,30.90658,41.13821
Saudi Arabia,Bisha Domestic Airport,BHH/OEBH,https://www.flightradar24.com/data/airports/bhh,19.98435,42.62088
Vietnam,Pleiku Airport,PXU/VVPK,https://www.flightradar24.com/data/airports/pxu,14.006346,108.008957
Vietnam,Quang Ninh Van Don International Airport,VDO/VVVD,https://www.flightradar24.com/data/airports/vdo,21.117779,107.414169
Vietnam,Qui Nhon Phu Cat Airport,UIH/VVPC,https://www.flightradar24.com/data/airports/uih,13.955,109.042221
Vietnam,Rach Gia Airport,VKG/VVRG,https://www.flightradar24.com/data/airports/vkg,9.958056,105.1325
Vietnam,Sao Vang Tho Xuan Airport,THD/VVTX,https://www.flightradar24.com/data/airports/thd,19.901667,105.467781
Vietnam,Tuy Hoa Dong Tac Airport,TBB/VVTH,https://www.flightradar24.com/data/airports/tbb,13.04955,109.333702
Saudi Arabia,Dammam King Fahd International Airport,DMM/OEDF,https://www.flightradar24.com/data/airports/dmm,26.471161,49.79789
Saudi Arabia,Dawadmi Domestic Airport,DWD/OEDW,https://www.flightradar24.com/data/airports/dwd,24.445545,44.1287
Saudi Arabia,Gurayat Domestic Airport,URY/OEGT,https://www.flightradar24.com/data/airports/ury,31.41194,37.279461
Vietnam,Vinh Airport,VII/VVVH,https://www.flightradar24.com/data/airports/vii,18.73,105.669998
Saudi Arabia,Ha'il Regional Airport,HAS/OEHL,https://www.flightradar24.com/data/airports/has,27.43791,41.686291
Saudi Arabia,Hofuf Al-Ahsa International Airport,HOF/OEAH,https://www.flightradar24.com/data/airports/hof,25.294783,49.487461
Saudi Arabia,Jeddah King Abdulaziz International Airport,JED/OEJN,https://www.flightradar24.com/data/airports/jed,21.67956,39.156528
Saudi Arabia,Jizan Regional Airport,GIZ/OEGN,https://www.flightradar24.com/data/airports/giz,16.90111,42.585831
Saudi Arabia,Medina Prince Mohammad bin Abdulaziz Airport,MED/OEMA,https://www.flightradar24.com/data/airports/med,24.553419,39.705059
Saudi Arabia,Najran Domestic Airport,EAM/OENG,https://www.flightradar24.com/data/airports/eam,17.611429,44.419159
Saudi Arabia,Qaisumah Hafar Al Batin Airport,AQI/OEPA,https://www.flightradar24.com/data/airports/aqi,28.33519,46.125061
Saudi Arabia,Rafha Domestic Airport,RAH/OERF,https://www.flightradar24.com/data/airports/rah,29.62641,43.490608
Saudi Arabia,Riyadh King Khalid International Airport,RUH/OERK,https://www.flightradar24.com/data/airports/ruh,24.95764,46.698769
Saudi Arabia,Sakaka Al-Jawf Domestic Airport,AJF/OESK,https://www.flightradar24.com/data/airports/ajf,29.788668,40.101486
Saudi Arabia,Sharurah Domestic Airport,SHW/OESH,https://www.flightradar24.com/data/airports/shw,17.466869,47.121429
Liberia,Monrovia Roberts International Airport,ROB/GLRB,https://www.flightradar24.com/data/airports/rob,6.233789,-10.3623
Saudi Arabia,Tabuk Regional Airport,TUU/OETB,https://www.flightradar24.com/data/airports/tuu,28.36541,36.618881
Saudi Arabia,Taif Airport,TIF/OETF,https://www.flightradar24.com/data/airports/tif,21.48341,40.544331
Saudi Arabia,Turaif Domestic Airport,TUI/OETR,https://www.flightradar24.com/data/airports/tui,31.69268,38.731201
Saudi Arabia,Wadi Ad Dawasir Domestic Airport,WAE/OEWD,https://www.flightradar24.com/data/airports/wae,20.5,45.189999
Saudi Arabia,Wajh Domestic Airport,EJH/OEWJ,https://www.flightradar24.com/data/airports/ejh,26.198549,36.476379
Saudi Arabia,Yanbu Airport,YNB/OEYN,https://www.flightradar24.com/data/airports/ynb,24.144239,38.063351
Kosovo,Pristina Adem Jashari International Airport,PRN/BKPR,https://www.flightradar24.com/data/airports/prn,42.572769,21.03583
Sudan,El Fasher Airport,ELF/HSFS,https://www.flightradar24.com/data/airports/elf,13.61489,25.32465
Sudan,El Obeid Airport,EBD/HSOB,https://www.flightradar24.com/data/airports/ebd,13.15321,30.23267
Sudan,Geneina Airport,EGN/HSCN,https://www.flightradar24.com/data/airports/egn,13.48166,22.46722
Sudan,Juba Airport,JUB/HSSJ,https://www.flightradar24.com/data/airports/jub,4.872006,31.60111
Sudan,Kassala Airport,KSL/HSKA,https://www.flightradar24.com/data/airports/ksl,15.38749,36.328838
Sudan,Khartoum International Airport,KRT/HSSS,https://www.flightradar24.com/data/airports/krt,15.58949,32.553162
Sudan,Nyala Airport,UYL/HSNL,https://www.flightradar24.com/data/airports/uyl,12.05347,24.956169
Sudan,Port Sudan New International Airport,PZU/HSPN,https://www.flightradar24.com/data/airports/pzu,19.43363,37.23407
Dominican Republic,Barahona Maria Montez International Airport,BRX/MDBH,https://www.flightradar24.com/data/airports/brx,18.251459,-71.120399
Dominican Republic,La Romana International Airport,LRM/MDLR,https://www.flightradar24.com/data/airports/lrm,18.45071,-68.911797
Dominican Republic,Puerto Plata Gregorio Luperon International Airport,POP/MDPP,https://www.flightradar24.com/data/airports/pop,19.7579,-70.57
Dominican Republic,Punta Cana International Airport,PUJ/MDPC,https://www.flightradar24.com/data/airports/puj,18.56736,-68.363403
Dominican Republic,Samana El Catey International Airport,AZS/MDCY,https://www.flightradar24.com/data/airports/azs,19.267,-69.741997
Dominican Republic,Santiago de los Caballeros Cibao International Airport,STI/MDST,https://www.flightradar24.com/data/airports/sti,19.40609,-70.604599
Dominican Republic,Santo Domingo Las Americas International Airport,SDQ/MDSD,https://www.flightradar24.com/data/airports/sdq,18.429661,-69.6689
Guinea-bissau,Bissau Osvaldo Vieira International Airport,OXB/GGOV,https://www.flightradar24.com/data/airports/oxb,11.8947,-15.6536
Comoros,Anjouan Ouani Airport,AJN/FMCV,https://www.flightradar24.com/data/airports/ajn,-12.1316,44.430271
Saint Helena,Ascension Island Airport,ASI/FHAW,https://www.flightradar24.com/data/airports/asi,-7.9696,-14.3937
Bulgaria,Burgas Airport,BOJ/LBBG,https://www.flightradar24.com/data/airports/boj,42.56958,27.51523
Bulgaria,Plovdiv Airport,PDV/LBPD,https://www.flightradar24.com/data/airports/pdv,42.067799,24.85083
Dominican Republic,Santo Domingo La Isabela International Airport,JBQ/MDJB,https://www.flightradar24.com/data/airports/jbq,18.575556,-69.981392
Comoros,Moroni Prince Said Ibrahim International Airport,HAH/FMCH,https://www.flightradar24.com/data/airports/hah,-11.5336,43.271851
Saint Helena,Saint Helena Airport,HLE/FHSH,https://www.flightradar24.com/data/airports/hle,-15.959167,-5.645833
Bulgaria,Sofia Airport,SOF/LBSF,https://www.flightradar24.com/data/airports/sof,42.69519,23.40616
Bulgaria,Varna Airport,VAR/LBWN,https://www.flightradar24.com/data/airports/var,43.232071,27.8251
Antigua And Barbuda,Antigua V. C. Bird International Airport,ANU/TAPA,https://www.flightradar24.com/data/airports/anu,17.13674,-61.792599
Nauru,Nauru International Airport,INU/ANYN,https://www.flightradar24.com/data/airports/inu,-0.54745,166.919098
French Polynesia,Ahe Airport,AHE/NTHE,https://www.flightradar24.com/data/airports/ahe,-14.42759,-146.255981
Curacao,Willemstad Curacao Hato International Airport,CUR/TNCC,https://www.flightradar24.com/data/airports/cur,12.18885,-68.959801
Slovenia,Ljubljana Joze Pucnik Airport,LJU/LJLJ,https://www.flightradar24.com/data/airports/lju,46.223679,14.45761
Slovenia,Maribor Airport,MBX/LJMB,https://www.flightradar24.com/data/airports/mbx,46.479858,15.68613
French Polynesia,Arutua Airport,AXR/NTGU,https://www.flightradar24.com/data/airports/axr,-15.2463,-146.619995
French Polynesia,Atuona Airport,AUQ/NTMN,https://www.flightradar24.com/data/airports/auq,-9.76879,-139.011002
French Polynesia,Bora Bora Airport,BOB/NTTB,https://www.flightradar24.com/data/airports/bob,-16.4443,-151.751007
French Polynesia,Fakarava Airport,FAV/NTGF,https://www.flightradar24.com/data/airports/fav,-16.0541,-145.656006
Madagascar,Antananarivo Ivato International Airport,TNR/FMMI,https://www.flightradar24.com/data/airports/tnr,-18.7969,47.478802
United Arab Emirates,Abu Dhabi International Airport,AUH/OMAA,https://www.flightradar24.com/data/airports/auh,24.43297,54.651131
United Arab Emirates,Abu Dhabi Al Bateen Executive Airport,AZI/OMAD,https://www.flightradar24.com/data/airports/azi,24.428329,54.45808
United Arab Emirates,Al Ain International Airport,AAN/OMAL,https://www.flightradar24.com/data/airports/aan,24.26166,55.609161
Madagascar,Antsiranana Arrachart Airport,DIE/FMNA,https://www.flightradar24.com/data/airports/die,-12.3494,49.29174
Madagascar,Mahajanga Amborovy Airport,MJN/FMNM,https://www.flightradar24.com/data/airports/mjn,-15.6671,46.351822
Madagascar,Maroantsetra Airport,WMN/FMNR,https://www.flightradar24.com/data/airports/wmn,-15.4366,49.688332
Madagascar,Morondava Airport,MOQ/FMMV,https://www.flightradar24.com/data/airports/moq,-20.2847,44.317612
Madagascar,Nosy Be Fascene Airport,NOS/FMNN,https://www.flightradar24.com/data/airports/nos,-13.312,48.314819
French Polynesia,Hao Airport,HOI/NTTO,https://www.flightradar24.com/data/airports/hoi,-18.0748,-140.945007
French Polynesia,Huahine Fare Airport,HUH/NTTH,https://www.flightradar24.com/data/airports/huh,-16.688,-151.026001
French Polynesia,Kauehi Airport,KHZ/NTKA,https://www.flightradar24.com/data/airports/khz,-15.7808,-145.123993
French Polynesia,Kaukura Airport,KKR/NTGK,https://www.flightradar24.com/data/airports/kkr,-15.6674,-146.886002
United Arab Emirates,Dubai World Central International Airport,DWC/OMDW,https://www.flightradar24.com/data/airports/dwc,24.88611,55.172222
United Arab Emirates,Dubai International Airport,DXB/OMDB,https://www.flightradar24.com/data/airports/dxb,25.252769,55.364441
United Arab Emirates,Fujairah International Airport,FJR/OMFJ,https://www.flightradar24.com/data/airports/fjr,25.112221,56.323959
United Arab Emirates,Ras Al Khaimah International Airport,RKT/OMRK,https://www.flightradar24.com/data/airports/rkt,25.61348,55.938808
United Arab Emirates,Sharjah International Airport,SHJ/OMSJ,https://www.flightradar24.com/data/airports/shj,25.328569,55.517151
United Arab Emirates,Sir Bani Yas Airport,XSB/OMBY,https://www.flightradar24.com/data/airports/xsb,24.283974,52.583874
Madagascar,Sainte Marie Airport,SMS/FMMS,https://www.flightradar24.com/data/airports/sms,-17.0938,49.81583
French Polynesia,Makemo Airport,NAU/NTGN,https://www.flightradar24.com/data/airports/nau,-14.1767,-141.266998
French Polynesia,Makemo Airport,MKP/NTGM,https://www.flightradar24.com/data/airports/mkp,-16.5839,-143.658005
French Polynesia,Manihi Airport,XMH/NTGI,https://www.flightradar24.com/data/airports/xmh,-14.4375,-146.070007
French Polynesia,Mataiva Airport,MVT/NTGV,https://www.flightradar24.com/data/airports/mvt,-14.8694,-148.712997
French Polynesia,Maupiti Airport,MAU/NTTP,https://www.flightradar24.com/data/airports/mau,-16.4263,-152.242996
French Polynesia,Moorea Airport,MOZ/NTTM,https://www.flightradar24.com/data/airports/moz,-17.489901,-149.761002
French Polynesia,Niau Airport,NIU/NTKN,https://www.flightradar24.com/data/airports/niu,-16.121988,-146.373245
French Polynesia,Nuku Hiva Airport,NHV/NTMD,https://www.flightradar24.com/data/airports/nhv,-8.79472,-140.223007
French Polynesia,Papeete Tahiti Faa'a International Airport,PPT/NTAA,https://www.flightradar24.com/data/airports/ppt,-17.556601,-149.610992
Tajikistan,Dushanbe International Airport,DYU/UTDD,https://www.flightradar24.com/data/airports/dyu,38.543331,68.824997
Tajikistan,Khudzhand Khujand Airport,LBD/UTDL,https://www.flightradar24.com/data/airports/lbd,40.215279,69.694725
Tajikistan,Kulob Airport,TJU/UTDK,https://www.flightradar24.com/data/airports/tju,37.988335,69.805
French Polynesia,Raiatea Airport,RFP/NTTR,https://www.flightradar24.com/data/airports/rfp,-16.722799,-151.464996
French Polynesia,Rangiroa Airport,RGI/NTTG,https://www.flightradar24.com/data/airports/rgi,-14.9552,-147.656998
Tajikistan,Kurgan Tyube Qurghonteppa International Airport,KQT/UTDT,https://www.flightradar24.com/data/airports/kqt,37.859612,68.861168
French Polynesia,Rimatara Airport,RMT/NTAM,https://www.flightradar24.com/data/airports/rmt,-22.629999,-152.800003
French Polynesia,Rurutu Airport,RUR/NTAR,https://www.flightradar24.com/data/airports/rur,-22.434,-151.360001
French Polynesia,Takaroa Airport,TKX/NTKR,https://www.flightradar24.com/data/airports/tkx,-14.4558,-145.026001
French Polynesia,Tatakoto Airport,TKV/NTGO,https://www.flightradar24.com/data/airports/tkv,-17.3552,-138.445007
French Polynesia,Tikehau Airport,TIH/NTGC,https://www.flightradar24.com/data/airports/tih,-15.1196,-148.229996
French Polynesia,Totegegie Airport,GMR/NTGJ,https://www.flightradar24.com/data/airports/gmr,-23.0833,-134.882996
Madagascar,Sambava Airport,SVB/FMNS,https://www.flightradar24.com/data/airports/svb,-14.2786,50.174721
Madagascar,Toamasina Airport,TMM/FMMT,https://www.flightradar24.com/data/airports/tmm,-18.109501,49.392529
Madagascar,Tolanaro Airport,FTU/FMSD,https://www.flightradar24.com/data/airports/ftu,-25.038,46.956108
Madagascar,Toliara Airport,TLE/FMST,https://www.flightradar24.com/data/airports/tle,-23.383301,43.728451
Madagascar,Tsaratanana Airport,TTS/FMNT,https://www.flightradar24.com/data/airports/tts,-16.75,47.617001
French Polynesia,Tubuai Mataura Airport,TUB/NTAT,https://www.flightradar24.com/data/airports/tub,-23.365299,-149.524002
French Polynesia,Ua Huka Airport,UAH/NTMU,https://www.flightradar24.com/data/airports/uah,-8.93611,-139.552002
French Polynesia,Ua Pou Airport,UAP/NTMP,https://www.flightradar24.com/data/airports/uap,-9.35166,-140.076996
Puerto Rico,Aguadilla Rafael Hernandez Airport,BQN/TJBQ,https://www.flightradar24.com/data/airports/bqn,18.49486,-67.129402
Puerto Rico,Isla De Culebra Benjamin Rivera Noriega Airport,CPX/TJCP,https://www.flightradar24.com/data/airports/cpx,18.31328,-65.304298
Puerto Rico,Mayaguez Eugenio María de Hostos,MAZ/TJMZ,https://www.flightradar24.com/data/airports/maz,18.25569,-67.148399
Puerto Rico,Ponce Mercedita Airport,PSE/TJPS,https://www.flightradar24.com/data/airports/pse,18.008301,-66.563004
Puerto Rico,San Juan Fernando Luis Ribas Dominicci Airport,SIG/TJIG,https://www.flightradar24.com/data/airports/sig,18.45682,-66.098099
Puerto Rico,San Juan Luis Munoz Marin International Airport,SJU/TJSJ,https://www.flightradar24.com/data/airports/sju,18.439409,-66.001801
Puerto Rico,Vieques Antonio Rivera Rodriguez Airport,VQS/TJCG,https://www.flightradar24.com/data/airports/vqs,18.134809,-65.493599
Mongolia,Ulan Bator Chinggis Khaan International Airport,ULN/ZMUB,https://www.flightradar24.com/data/airports/uln,47.843048,106.766602
Palau,Airai Roman Tmetuchl International Airport,ROR/PTRO,https://www.flightradar24.com/data/airports/ror,7.367303,134.544205
Turkey,Adana Sakirpasa Airport,ADA/LTAF,https://www.flightradar24.com/data/airports/ada,36.982159,35.28038
Turkey,Adiyaman Airport,ADF/LTCP,https://www.flightradar24.com/data/airports/adf,37.731361,38.468929
Turkey,Agri Airport,AJI/LTCO,https://www.flightradar24.com/data/airports/aji,39.65456,43.027149
Turkey,Ankara Esenboga International Airport,ESB/LTAC,https://www.flightradar24.com/data/airports/esb,40.128078,32.995079
Turkey,Antakya Hatay Airport,HTY/LTDA,https://www.flightradar24.com/data/airports/hty,36.362778,36.282223
Turkey,Antalya Airport,AYT/LTAI,https://www.flightradar24.com/data/airports/ayt,36.898731,30.800461
Turkey,Batman Airport,BAL/LTCJ,https://www.flightradar24.com/data/airports/bal,37.928959,41.116581
Turkey,Bingol Airport,BGG/LTCU,https://www.flightradar24.com/data/airports/bgg,38.861111,40.592499
Turkey,Bodrum Milas Airport,BJV/LTFE,https://www.flightradar24.com/data/airports/bjv,37.25061,27.66431
Turkey,Bursa Yenisehir Airport,YEI/LTBR,https://www.flightradar24.com/data/airports/yei,40.255001,29.5625
Turkey,Canakkale Airport,CKZ/LTBH,https://www.flightradar24.com/data/airports/ckz,40.137718,26.426769
Turkey,Denizli Cardak Airport,DNZ/LTAY,https://www.flightradar24.com/data/airports/dnz,37.785561,29.70129
Turkey,Dalaman Airport,DLM/LTBS,https://www.flightradar24.com/data/airports/dlm,36.713051,28.7925
Turkey,Diyarbakır Airport,DIY/LTCC,https://www.flightradar24.com/data/airports/diy,37.89389,40.201012
Turkey,Edremit Balikesir Koca Seyit Airport,EDO/LTFD,https://www.flightradar24.com/data/airports/edo,39.549999,27.01
Turkey,Elazig Airport,EZS/LTCA,https://www.flightradar24.com/data/airports/ezs,38.606918,39.291409
Turkey,Erzincan Airport,ERC/LTCD,https://www.flightradar24.com/data/airports/erc,39.710201,39.527
Turkey,Erzurum Airport,ERZ/LTCE,https://www.flightradar24.com/data/airports/erz,39.956501,41.170158
Turkey,Eskisehir Airport,AOE/LTBY,https://www.flightradar24.com/data/airports/aoe,39.811401,30.527
Turkey,Oguzeli Airport,GZT/LTAJ,https://www.flightradar24.com/data/airports/gzt,36.947182,37.47868
Turkey,Gazipasa Airport,GZP/LTFG,https://www.flightradar24.com/data/airports/gzp,36.299,32.299999
Turkey,Igdir Airport,IGD/LTCT,https://www.flightradar24.com/data/airports/igd,39.983055,43.86639
Turkey,Isparta Suleyman Demirel Airport,ISE/LTFC,https://www.flightradar24.com/data/airports/ise,37.866112,30.382221
Turkey,Istanbul Ataturk International Airport,IST/LTBA,https://www.flightradar24.com/data/airports/ist,40.976921,28.8146
